"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
34,10,33.5,33.5,30,0.95,1,2012-10-22,2,20.53,1.31028615323548,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4574492951203,33.481036791172,33.5,33.0281361941308,33.3414776312743,33.6590338238489,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,41.9480532233294,31.3500003814697,10.5980528418597,0.338055907907546,24.6406849951163,"Day","Fall Day"
35,10,33.5,33.5,30,0.95,2,2012-10-22,2,20.42,1.02151502734555,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4250574728227,33.4736886491969,33.5,32.8125110913495,33.2328152653803,33.5275267409074,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,38.6330702747902,30.9500007629395,7.6830695118507,0.248241335135948,24.6406849951163,"Day","Fall Day"
36,10,33.5,33.5,30,0.95,3,2012-10-22,2,20.45,0.773578909210268,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.3833012802567,33.4643062827839,33.5,32.5501997873928,33.0924434652062,33.5,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,35.6895145387537,31.3500003814697,4.33951415728393,0.138421502535257,24.6406849951163,"Day","Fall Day"
37,10,33.5,33.5,30,0.95,1,2010-11-02,2,20.45,1.23508491286559,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.3663821725535,33.4572304009312,33.5,32.4982267489819,33.0447835561481,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,40.4048475258199,41.6500015258789,1.24515400005902,0.029895653167872,26.8811351453729,"Day","Fall Day"
38,10,33.5,33.5,30,0.95,2,2010-11-02,2,20.45,0.903283095717258,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.3278551405449,33.4482511281042,33.5,32.2471271432169,32.9163165460656,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,37.0414794831659,41.9500007629395,4.90852127977354,0.117008848402929,26.8811351453729,"Day","Fall Day"
39,10,33.5,33.5,30,0.95,3,2010-11-02,2,20.68,0.6147691110283,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.2837181725421,33.4383068839755,33.5,31.9669517090686,32.7680678080856,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,34.0862643033595,41.6500015258789,7.56373722251942,0.181602327621039,26.8811351453729,"Day","Fall Day"
40,10,33.5,33.5,30,0.95,1,2014-11-02,2,20.55,0.911543237704294,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.3954165018794,33.4701874413825,33.5,32.4775874474632,33.1017356631653,33.5,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,21.3551398217351,17.6499996185303,3.70514020320485,0.209922962225728,13.2793652742336,"Night","Fall Night"
41,10,33.5,33.5,30,0.95,2,2014-11-02,2,20.66,0.758839002274974,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.3618381579391,33.4627136978113,33.5,32.2434771764405,32.9873058308951,33.5,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,21.8754579060802,18.9500007629395,2.9254571431407,0.154377679438516,13.2793652742336,"Night","Fall Night"
42,10,33.5,33.5,30,0.95,3,2014-11-02,2,20.7,0.711134689877997,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.3241224698351,33.4541261108182,33.5,31.9947607628228,32.8604035943071,33.5,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,22.0767007610967,17.6499996185303,4.42670114256646,0.250804602733191,13.2793652742336,"Night","Fall Night"
43,10,33.5,33.5,30,0.95,1,2013-11-15,2,20.37,0.840825935326734,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.3423470338649,33.4553142005953,33.5,32.2052513851218,32.9316276893116,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,22.5516077089969,20.1499996185303,2.40160809046665,0.119186507986734,18.5314584010047,"Night","Fall Night"
44,10,33.5,33.5,30,0.95,2,2013-11-15,2,20.91,0.71172913852195,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.2963226999674,33.4434681710343,33.5,31.9287367417766,32.7810331295555,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,22.9287689586498,10.4499998092651,12.4787691493847,1.19414061025349,18.5314584010047,"Night","Fall Night"
45,10,33.5,33.5,30,0.95,3,2013-11-15,2,20.16,0.667060073190337,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.2659210248057,33.4376332794186,33.5,31.6772317511879,32.6775714419045,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,23.102600392164,20.1499996185303,2.95260077363378,0.146531058537516,18.5314584010047,"Night","Fall Night"
46,10,33.5,33.5,30,0.95,1,2008-11-19,2,20.87,0.833470633758588,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.2812675904221,33.4394738828531,33.5,31.8593020943166,32.7432420347533,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,35.8465679354906,26.0499992370605,9.79656869843006,0.376067907306991,25.007715678255,"Day","Fall Day"
47,10,33.5,33.5,30,0.95,2,2008-11-19,2,20.71,0.558574727063867,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.2450975172634,33.4313015075463,33.5,31.6140271410009,32.6211046523587,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,32.9948825841549,31.75,1.24488258415488,0.0392089002883427,25.007715678255,"Day","Fall Day"
48,10,33.5,33.5,30,0.95,3,2008-11-19,2,16.78,0.403925973711457,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.2068782430799,33.4229422024915,33.5,31.3572141840818,32.4915634581326,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,30.5219393140087,26.0499992370605,4.47194007694816,0.171667570361617,25.007715678255,"Day","Fall Day"
1,10,33.5,33.5,30,0.95,1,2012-02-09,2,20.36,0,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.2,0.96,"Whitetopped Asphalt Low A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.2,2250,850,0.2,0.96,0,0.44,3.9,7000,2450,"asphalt",0.14,1.2,2350,800,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.2171403563356,33.4255592606089,33.5,31.4571918474603,32.5411953029285,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,33.2671269695464,34.75,1.48287303045356,0.0426726051929082,19.5541427218615,"Day","Winter Day"
2,10,33.5,33.5,30,0.95,2,2012-02-09,2,20.18,0,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Med A","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.1693998078537,33.4139137524654,33.5,31.1542541428329,32.3843562958398,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,30.9481045154072,38.5499992370605,7.60189472165331,0.197195716526633,19.5541427218615,"Day","Winter Day"
3,10,33.5,33.5,30,0.95,3,2012-02-09,2,20.15,0,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.9,"Whitetopped Asphalt High A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.8,2250,950,0.4,0.9,0,0.44,5.5,7000,2750,"asphalt",0.14,2.2,2350,1000,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.125603337838,33.4035042631464,33.5,30.8816863228805,32.2378880490952,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,28.8853081201938,34.75,5.86469187980623,0.1687681116491,19.5541427218615,"Day","Winter Day"
4,10,33.5,33.5,30,0.95,1,2014-02-19,2,20.3,1.24315084764471,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.2,0.96,"Whitetopped Asphalt Low A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.2,2250,850,0.2,0.96,0,0.44,3.9,7000,2450,"asphalt",0.14,1.2,2350,800,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.3682854634391,33.456647895916,33.5,32.4296181549678,33.0268466281574,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,22.9844282691486,18.1499996185303,4.83442865061829,0.266359710866472,15.7357949548091,"Night","Winter Night"
5,10,33.5,33.5,30,0.95,2,2014-02-19,2,20.18,0.891763862903134,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Med A","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.318858965976,33.4445058712235,33.5,32.1058030137922,32.8622030847167,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,23.3095725619615,18.0499992370605,5.259573324901,0.2913891161891,15.7357949548091,"Night","Winter Night"
6,10,33.5,33.5,30,0.95,3,2014-02-19,2,20.25,0.63901067395747,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.9,"Whitetopped Asphalt High A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.8,2250,950,0.4,0.9,0,0.44,5.5,7000,2750,"asphalt",0.14,2.2,2350,1000,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.2707273876089,33.4336254826181,33.5,31.7972487444547,32.70183702011,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,23.3720916361488,18.1499996185303,5.22209201761854,0.28771857451099,15.7357949548091,"Night","Winter Night"
7,10,33.5,33.5,30,0.95,1,2007-02-27,2,20.39,1.36738297675524,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.2,0.96,"Whitetopped Asphalt Low A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.2,2250,850,0.2,0.96,0,0.44,3.9,7000,2450,"asphalt",0.14,1.2,2350,800,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.2907844784667,33.4361300432935,33.5,32.0003382306705,32.7867846523291,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,35.839130422791,24.25,11.589130422791,0.477902285475918,17.1097866871546,"Day","Winter Day"
8,10,33.5,33.5,30,0.95,2,2007-02-27,2,20.55,0.919845291971394,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Med A","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.2344265483528,33.4218752449994,33.5,31.6460036449874,32.6016642929881,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,33.0760654693024,32.9500007629395,0.126064706362968,0.00382593940649492,17.1097866871546,"Day","Winter Day"
9,10,33.5,33.5,30,0.95,3,2007-02-27,2,20.37,0.530774076382855,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.9,"Whitetopped Asphalt High A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.8,2250,950,0.4,0.9,0,0.44,5.5,7000,2750,"asphalt",0.14,2.2,2350,1000,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.1774594999681,33.40867735736,33.5,31.288048477104,32.4116898880728,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,30.5343501269535,24.25,6.28435012695354,0.259148458843445,17.1097866871546,"Day","Winter Day"
10,10,33.5,33.5,30,0.95,1,2008-04-23,2,20.35,2.57344597099757,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.2,0.96,"Whitetopped Asphalt Low A","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.2,2250,850,0.2,0.96,0,0.44,3.9,7000,2450,"asphalt",0.14,1.2,2350,800,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4552124049177,33.4935264754254,33.5486926474772,32.9143703690087,33.6666665467951,34.5431269032309,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,30.0524274142546,26.25,3.80242741425457,0.144854377685888,21.3139705882353,"Night","Spring Night"
11,10,33.5,33.5,30,0.95,2,2008-04-23,2,20.51,2.05286944208155,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Med A","C4","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4438954882875,33.4811009074941,33.5,32.8166660551546,33.504213521315,34.2382391133153,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,29.9233521097684,26.3500003814697,3.57335172829863,0.135611069319435,21.3139705882353,"Night","Spring Night"
12,10,33.5,33.5,30,0.95,3,2008-04-23,2,20.42,1.52993599935083,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.9,"Whitetopped Asphalt High A","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.8,2250,950,0.4,0.9,0,0.44,5.5,7000,2750,"asphalt",0.14,2.2,2350,1000,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4358148787248,33.4685421342874,33.5,32.7792843448631,33.3030532001036,33.7548484035391,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,29.318818214316,26.25,3.06881821431602,0.116907360545372,21.3139705882353,"Night","Spring Night"
13,10,33.5,33.5,30,0.95,1,2007-05-02,2,20.31,2.26170766288407,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.2,0.96,"Whitetopped Asphalt Low A","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.2,2250,850,0.2,0.96,0,0.44,3.9,7000,2450,"asphalt",0.14,1.2,2350,800,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4674262233867,33.4882735910139,33.5,33.1117560745232,33.5201566019563,34.4522463813093,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,53.4347374060569,47.25,6.18473740605685,0.130893913355701,28.1211213803089,"Day","Spring Day"
14,10,33.5,33.5,30,0.95,2,2007-05-02,2,20.18,1.82169004921952,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Med A","C4","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4612955034215,33.4811094241826,33.5,33.0665888697258,33.4184004548603,34.26328367284,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,48.2255593909071,49.5499992370605,1.3244398461535,0.0267293615851944,28.1211213803089,"Day","Spring Day"
15,10,33.5,33.5,30,0.95,3,2007-05-02,2,20.17,1.40818904133787,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.9,"Whitetopped Asphalt High A","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.8,2250,950,0.4,0.9,0,0.44,5.5,7000,2750,"asphalt",0.14,2.2,2350,1000,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4182606187729,33.4714099460601,33.5,32.8539055967931,33.2692994092684,33.8696396984461,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,43.601556025418,47.25,3.64844397458199,0.0772157454937988,28.1211213803089,"Day","Spring Day"
16,10,33.5,33.5,30,0.95,1,2018-06-22,2,20.14,3.32203725970876,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.2,0.96,"Whitetopped Asphalt Low A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.2,2250,850,0.2,0.96,0,0.44,3.9,7000,2450,"asphalt",0.14,1.2,2350,800,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4893640660525,33.5614925097834,33.835634751978,33.2787503263257,34.6481258775209,36.8585114465783,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,39.9191891879951,37.4500007629395,2.46918842505568,0.0659329339052828,33.8735221220149,"Night","Summer Night"
17,10,33.5,33.5,30,0.95,2,2018-06-22,2,20.25,2.85947049457881,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Med A","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4875609297862,33.5594276013028,33.8214222113519,33.2487759653163,34.6002390959191,36.7578578775296,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,39.3293141427538,37.9500007629395,1.37931337981433,0.036345542874437,33.8735221220149,"Night","Summer Night"
18,10,33.5,33.5,30,0.95,3,2018-06-22,2,19.99,2.41435646674111,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.9,"Whitetopped Asphalt High A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.8,2250,950,0.4,0.9,0,0.44,5.5,7000,2750,"asphalt",0.14,2.2,2350,1000,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4856947826775,33.5494027009605,33.7729504405913,33.227346135899,34.437394719808,36.3496359131173,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,38.4521122441803,37.4500007629395,1.00211148124083,0.0267586504893351,33.8735221220149,"Night","Summer Night"
19,10,33.5,33.5,30,0.95,1,2016-07-13,2,20.38,3.48091529131583,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.2,0.96,"Whitetopped Asphalt Low A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.2,2250,850,0.2,0.96,0,0.44,3.9,7000,2450,"asphalt",0.14,1.2,2350,800,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4889177033724,33.5646842732453,33.8599194013631,33.2721610345253,34.7434539593252,37.1647920940119,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,63.7445127856901,61.3499984741211,2.39451431156897,0.0390303890973858,37.798079990083,"Day","Summer Day"
20,10,33.5,33.5,30,0.95,2,2016-07-13,2,20.16,3.01888801644329,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Med A","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4871422100148,33.5629723323448,33.8473323378597,33.2422991832363,34.7005809983957,37.0727583842496,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,57.7881078316611,63.4500007629395,5.66189293127832,0.0892339300740462,37.798079990083,"Day","Summer Day"
21,10,33.5,33.5,30,0.95,3,2016-07-13,2,20.2,2.57091253368338,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.9,"Whitetopped Asphalt High A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.8,2250,950,0.4,0.9,0,0.44,5.5,7000,2750,"asphalt",0.14,2.2,2350,1000,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4851487921033,33.5526979126358,33.7975878948573,33.2191238751558,34.5330798534954,36.6519382077599,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,52.502693548449,61.3499984741211,8.84730492567206,0.144210352823465,37.798079990083,"Day","Summer Day"
22,10,33.5,33.5,30,0.95,1,2015-07-27,2,20.3,3.00229730214124,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.2,0.96,"Whitetopped Asphalt Low A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.2,2250,850,0.2,0.96,0,0.44,3.9,7000,2450,"asphalt",0.14,1.2,2350,800,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4881177415651,33.5453781552615,33.7629081177156,33.2714757454939,34.4209274185789,36.4251863645661,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,60.3232770411009,61.0499992370605,0.726722195959667,0.0119037216223012,36.5175683407307,"Day","Summer Day"
23,10,33.5,33.5,30,0.95,2,2015-07-27,2,20.02,2.59780990407928,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Med A","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4857241272389,33.5424787411763,33.7476429075553,33.2363447600927,34.3717446888242,36.3365401129823,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,54.8825410941258,52.4500007629395,2.43254033118632,0.0463782706540039,36.5175683407307,"Day","Summer Day"
24,10,33.5,33.5,30,0.95,3,2015-07-27,2,19.95,2.20765108955212,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.9,"Whitetopped Asphalt High A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.8,2250,950,0.4,0.9,0,0.44,5.5,7000,2750,"asphalt",0.14,2.2,2350,1000,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4839248133372,33.5341186710984,33.7068833160667,33.2175715562907,34.234253662439,35.9819900529097,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,50.1010504428745,61.0499992370605,10.948948794186,0.179343962833982,36.5175683407307,"Day","Summer Day"
25,10,33.5,33.5,30,0.95,1,2014-07-29,2,18.35,4.09046140227948,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.2,0.96,"Whitetopped Asphalt Low A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.2,2250,850,0.2,0.96,0,0.44,3.9,7000,2450,"asphalt",0.14,1.2,2350,800,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4999970733207,33.5970453641222,33.9078091773748,33.4988667192317,35.0763852007748,37.2256289470095,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,41.4767462124669,39.9500007629395,1.52674544952748,0.0382164060167879,34.8171664306209,"Night","Summer Night"
