"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
11,10,33.5,33.5,30,0.95,2,2008-04-23,2,20.57,2.20725469339622,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4554018584191,33.5023166329713,33.5980473354989,32.8904410107445,33.8412772840367,35.0745581418651,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,32.8107114273586,23.5499992370605,9.26071219029802,0.393236199164052,21.3139705882353,"Night","Spring Night"
12,10,33.5,33.5,30,0.95,3,2008-04-23,2,20.24,1.87584042666254,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4569862970217,33.5008442077182,33.5848052796816,32.9088875934921,33.7940201574981,34.9224486233581,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,33.5742427951125,25.8500003814697,7.72424241364274,0.298810146988616,21.3139705882353,"Night","Spring Night"
13,10,33.5,33.5,30,0.95,1,2007-05-02,2,20.58,2.16031787680417,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4726513963795,33.4977383494561,33.5389259233368,33.1385652576037,33.6793856655012,34.9189876476594,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,57.7436942718082,47.3499984741211,10.3936957976871,0.219507838070316,28.1211213803089,"Day","Spring Day"
14,10,33.5,33.5,30,0.95,2,2007-05-02,2,20.48,1.89211022653569,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4708604959003,33.4956683492342,33.5296488298017,33.1199493944005,33.6521452914908,34.9020177285737,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,52.1791787368987,53.5499992370605,1.37082050016187,0.0255988892566251,28.1211213803089,"Day","Spring Day"
15,10,33.5,33.5,30,0.95,3,2007-05-02,2,20.41,1.660121128916,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4684987841887,33.4917226192402,33.5119860457649,33.1061078729704,33.5928533753414,34.7516356293288,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,48.0526521723382,48.25,0.197347827661758,0.00409011041786028,28.1211213803089,"Day","Spring Day"
16,10,33.5,33.5,30,0.95,1,2018-06-22,2,20.41,3.24643943213298,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4908890869572,33.5752184069328,33.9014098569778,33.2961953467744,34.8754810943576,37.4668800317498,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,40.9205127959045,37.25,3.67051279590447,0.0985372562658919,33.8735221220149,"Night","Summer Night"
17,10,33.5,33.5,30,0.95,2,2018-06-22,2,20.42,3.0124567377658,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4898769141348,33.5776957937166,33.9129696943738,33.2776738107164,34.9164226315645,37.5957726471933,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,42.2961095381815,35.9500007629395,6.34610877524204,0.176525970530276,33.8735221220149,"Night","Summer Night"
18,10,33.5,33.5,30,0.95,3,2018-06-22,2,20.4,2.77762712046044,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4895582098657,33.5750336662457,33.8999961769829,33.2736851079192,34.8740456561686,37.4916897760186,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,42.9119935182662,36.4500007629395,6.46199275532672,0.177283748150067,33.8735221220149,"Night","Summer Night"
19,10,33.5,33.5,30,0.95,1,2016-07-13,2,20.38,3.39936561730025,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4905514247346,33.5788107119409,33.9278879008395,33.2912600755749,34.9787083763666,37.794546497319,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,68.2191898390356,56.3499984741211,11.8691913649145,0.210633392836123,37.798079990083,"Day","Summer Day"
20,10,33.5,33.5,30,0.95,2,2016-07-13,2,20.46,3.17732890392803,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4897638863538,33.5819364093021,33.9420753824642,33.2756930705846,35.0282763850247,37.940531724221,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,62.3930681355571,59.75,2.64306813555714,0.0442354499674836,37.798079990083,"Day","Summer Day"
21,10,33.5,33.5,30,0.95,3,2016-07-13,2,20.38,2.94986189124249,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4893998492915,33.5792059976981,33.9288126444307,33.2709398467072,34.9849909086594,37.834939318049,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,57.9718798981569,53.4500007629395,4.52187913521749,0.0846001697038855,37.798079990083,"Day","Summer Day"
22,10,33.5,33.5,30,0.95,1,2015-07-27,2,20.33,2.8827585893176,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4895780343897,33.5566932348705,33.8179385908647,33.2866054466236,34.6124008650702,36.9530492597834,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,64.3893513031632,58.8499984741211,5.53935282904206,0.094126643545759,36.5175683407307,"Day","Summer Day"
23,10,33.5,33.5,30,0.95,2,2015-07-27,2,20.35,2.67925608610755,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4886847323689,33.5585461806489,33.8267583450373,33.2705452630815,34.6449436383012,37.0665208050275,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,58.9600624546425,61.3499984741211,2.38993601947857,0.0389557633075851,36.5175683407307,"Day","Summer Day"
24,10,33.5,33.5,30,0.95,3,2015-07-27,2,20.19,2.47971470724001,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4880950370927,33.5558617357975,33.8143117905154,33.2634535797101,34.6044552550945,36.9692188772509,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,54.8637657308587,63.6500015258789,8.78623579502022,0.138039836361165,36.5175683407307,"Day","Summer Day"
25,10,33.5,33.5,30,0.95,1,2014-07-29,2,18.17,4.44183846863451,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4999982086171,33.6097332006558,33.9641343017252,33.4991491235537,35.3019606185878,37.7807837890922,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,42.3960125234661,38.4500007629395,3.94601176052669,0.102627091865499,34.8171664306209,"Night","Summer Night"
26,10,33.5,33.5,30,0.95,2,2014-07-29,2,18.1,4.13554816032162,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4999985098937,33.6152400370039,33.9826591149846,33.4992071924278,35.3737920820625,37.9422603312834,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,43.6728639302531,36.3499984741211,7.32286545613204,0.201454353879697,34.8171664306209,"Night","Summer Night"
27,10,33.5,33.5,30,0.95,3,2014-07-29,2,18.16,3.84910272977831,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4999979033467,33.6131371467532,33.9727073370787,33.4990128662839,35.3367736920339,37.8590679126514,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,44.226479647248,39.6500015258789,4.57647812136912,0.115421890170222,34.8171664306209,"Night","Summer Night"
28,10,33.5,33.5,30,0.95,1,2014-08-30,2,20.42,2.97633467219339,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4905782087343,33.5666403615266,33.8586154077224,33.29365255846,34.7236182399518,37.035512087191,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,39.2094378237758,37.8499984741211,1.35943934965474,0.0359164968152962,31.1264146368967,"Night","Summer Night"
29,10,33.5,33.5,30,0.95,2,2014-08-30,2,20.22,2.73488266015705,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4897225167338,33.5688421825744,33.8683364920144,33.2774321078107,34.7578803422564,37.1425345664426,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,40.5737437010457,33.75,6.82374370104571,0.202184998549503,31.1264146368967,"Night","Summer Night"
30,10,33.5,33.5,30,0.95,3,2014-08-30,2,19.87,2.50756162349209,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4891941596126,33.56593692976,33.8546817106049,33.2707156907109,34.7135491925942,37.036500535713,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,41.1960422468372,36.1500015258789,5.04604072095827,0.139586182792992,31.1264146368967,"Night","Summer Night"
31,10,33.5,33.5,30,0.95,1,2014-10-01,2,19.86,2.22453390766829,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4816636306686,33.5198325208998,33.6293540386625,33.1804002311827,33.9390409631452,34.9922306445901,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,31.5262334008488,27.1499996185303,4.37623378231848,0.161187250232285,22.2697404550158,"Night","Fall Night"
32,10,33.5,33.5,30,0.95,2,2014-10-01,2,20.17,1.91861877918281,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4804251019247,33.5187499424992,33.6237291932217,33.1615747762478,33.9200653615074,34.9624440978886,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,32.8420923553444,24.9500007629395,7.89209159240494,0.316316286616223,22.2697404550158,"Night","Fall Night"
33,10,33.5,33.5,30,0.95,3,2014-10-01,2,20.07,1.6681984743615,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.478991917331,33.5145932378393,33.605128583535,33.1488386972918,33.8568168911487,34.8093282690241,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,33.4723601430584,27.0499992370605,6.42236090599789,0.237425548507919,22.2697404550158,"Night","Fall Night"
34,10,33.5,33.5,30,0.95,1,2012-10-22,2,20.32,1.2660161095199,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4670179495239,33.4898485280347,33.5011197847185,33.0699741446001,33.4851552301506,33.869624028176,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,44.9922046966663,37.5499992370605,7.44220545960576,0.19819455687926,24.6406849951163,"Day","Fall Day"
35,10,33.5,33.5,30,0.95,2,2012-10-22,2,20.53,1.03648367941843,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4619086531207,33.4852105817544,33.5,33.0240677120314,33.43081472011,33.8111496098364,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,41.4965127463737,39.6500015258789,1.84651122049479,0.0465702685859823,24.6406849951163,"Day","Fall Day"
36,10,33.5,33.5,30,0.95,3,2012-10-22,2,20,0.863448138260599,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4609038808125,33.4827541659622,33.5,33.0224242745527,33.3853380507384,33.7451001559457,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,38.9612217353339,40.5499992370605,1.58877750172661,0.0391807036157612,24.6406849951163,"Day","Fall Day"
37,10,33.5,33.5,30,0.95,1,2010-11-02,2,20.59,1.1932174592908,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4094219972236,33.4662996336995,33.5,32.776574736278,33.1916983159978,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,43.4989672394351,34.3499984741211,9.14896876531401,0.266345536294761,26.8811351453729,"Day","Fall Day"
38,10,33.5,33.5,30,0.95,2,2010-11-02,2,20.6,0.913246093180335,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.3858013056309,33.4599927390731,33.5,32.6276635611314,33.1147518030287,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,39.9074601958504,39.9500007629395,0.04254056708902,0.00106484521343198,26.8811351453729,"Day","Fall Day"
39,10,33.5,33.5,30,0.95,3,2010-11-02,2,20.48,0.701880376232947,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.369388406014,33.4568234403046,33.5,32.5131681769127,33.0582075793984,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,37.3064702984034,41.8499984741211,4.54352817571765,0.108566985457054,26.8811351453729,"Day","Fall Day"
40,10,33.5,33.5,30,0.95,1,2014-11-02,2,20.57,0.963548897279226,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4320310124008,33.4780548125983,33.5,32.7211819418563,33.2260210110959,33.5537249851132,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,22.2157796481026,17.25,4.96577964810257,0.287871283947975,13.2793652742336,"Night","Fall Night"
