"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
26,10,33.5,33.5,30,0.1,1,2016-07-13,3,31.63,2.83979804769314,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","EW1464 Phoenix",5.7240083142585,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4997206481672,33.553061098893,33.7258754463983,33.4803794511047,34.2797003767674,35.391745507778,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,39.3999650327908,61.3499984741211,21.9500334413303,0.357783765073595,38.8076470588235,"Day","Summer Day"
27,10,33.5,33.5,30,1,2,2016-07-13,3,31.48,2.77056100216258,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","EW1464 Phoenix",5.7240083142585,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4957027964406,33.9635429169394,35.2932934896534,33.3287622173632,38.0670573527105,43.8247491514425,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,75.2814117121675,61.3499984741211,13.9314132380464,0.227080906023544,38.8076470588235,"Day","Summer Day"
28,10,33.5,33.5,30,0.1,2,2016-07-13,3,31.81,2.67672953563804,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","EW1464 Phoenix",5.7240083142585,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.499410497666,33.5924642194509,33.8889413977462,33.4762815576734,34.5145636794768,36.0449251389189,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,42.3317458749651,61.3499984741211,19.018252599156,0.309995975096533,38.8076470588235,"Day","Summer Day"
29,10,33.5,33.5,30,1,1,2015-07-27,3,31.61,2.42684028324265,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix Encanto",7.2892176193902,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4974622903255,33.8165300062493,34.7713098504732,33.3323206950859,37.7404881153457,43.0061326946783,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,66.0370665775036,61.0499992370605,4.98706734044305,0.0816882457455567,34.9925,"Day","Summer Day"
30,10,33.5,33.5,30,0.1,1,2015-07-27,3,31.98,2.86101550792074,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix Encanto",7.2892176193902,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4996503674371,33.549262683663,33.7111266106692,33.4778283451432,34.2261722719925,35.262982016366,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,39.0119441971252,61.0499992370605,22.0380550399354,0.360983707049043,34.9925,"Day","Summer Day"
31,10,33.5,33.5,30,1,2,2015-07-27,3,33.26,2.57818233866651,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix Encanto",7.2892176193902,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4952414298678,33.934413443251,35.1906703692672,33.3200988010491,37.7924227557628,43.2320892361534,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,73.4148972956414,61.0499992370605,12.3648980585809,0.202537235267887,34.9925,"Day","Summer Day"
32,10,33.5,33.5,30,0.1,2,2015-07-27,3,32.13,2.70489394456866,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix Encanto",7.2892176193902,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4992702556443,33.585016704471,33.859774736933,33.4731336457799,34.4347016168332,35.8432116709945,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,41.6735320512578,61.0499992370605,19.3764671858027,0.317386853856669,34.9925,"Day","Summer Day"
33,10,33.5,33.5,30,1,1,2014-07-29,3,32.11,2.58711361378429,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.498493064668,33.8299607128532,34.8280452781694,33.3815125118678,37.964600748963,43.6168087302864,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,50.8789177798142,39.9500007629395,10.9289170168747,0.273564876299406,37.8,"Night","Summer Night"
34,10,33.5,33.5,30,0.1,1,2014-07-29,3,33.32,2.86020522960834,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4997693679503,33.5503310147734,33.7167815833927,33.4833085147241,34.2535254333258,35.3718353602841,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,38.3125018330232,39.9500007629395,1.63749892991626,0.0409887083515484,37.8,"Night","Summer Night"
35,10,33.5,33.5,30,1,2,2014-07-29,3,32.07,2.74035593089141,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.49718763903,33.9563737799974,35.2812016995635,33.3755869471152,38.0523986835098,43.9558046127855,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,48.4306650832729,39.9500007629395,8.4806643203334,0.212281956404884,37.8,"Night","Summer Night"
36,10,33.5,33.5,30,0.1,2,2014-07-29,3,32.83,2.71044513657096,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4995230732167,33.5869063593899,33.8699293159876,33.4802280606974,34.4693385958794,35.9885844670952,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,40.2918908051688,39.9500007629395,0.341890042229352,0.00855794832791378,37.8,"Night","Summer Night"
37,10,33.5,33.5,30,1,1,2014-08-30,3,32.98,2.19261182839362,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4981606390932,33.806400780021,34.723298953978,33.3642110853669,37.5903762062666,42.6389865612446,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,47.972396252055,37.0499992370605,10.9223970149945,0.294801544936848,33.5726666666666,"Night","Summer Night"
38,10,33.5,33.5,30,0.1,1,2014-08-30,3,32.5,2.85273703371816,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4997471094087,33.547413431426,33.7020705842198,33.4819977255098,34.1974058812821,35.192970021761,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,37.5948387812794,37.0499992370605,0.54483954421886,0.0147055210644611,33.5726666666666,"Night","Summer Night"
39,10,33.5,33.5,30,1,2,2014-08-30,3,33.09,2.33125146984004,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4965827299729,33.9240748705998,35.1390636667061,33.3565657554363,37.6715916729943,42.9082493447933,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,45.2053815424879,37.0499992370605,8.15538230542734,0.220118285380952,33.5726666666666,"Night","Summer Night"
40,10,33.5,33.5,30,0.1,2,2014-08-30,3,32.83,2.6833828345558,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4994741101453,33.5828786001331,33.8492997302823,33.4784821302161,34.4112720706242,35.7881217685847,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,39.3638689697356,37.0499992370605,2.31386973267507,0.062452625649734,33.5726666666666,"Night","Summer Night"
41,10,33.5,33.5,30,1,1,2014-10-01,3,32.35,1.31467830029697,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4932545358872,33.6914023901269,34.2782933311155,33.1949600467735,36.0908344171703,39.5176489544054,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,40.8452767644939,26.6499996185303,14.1952771459636,0.532655810474886,25,"Night","Fall Night"
42,10,33.5,33.5,30,0.1,1,2014-10-01,3,32.54,2.89199095895343,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4991377021263,33.5296106500499,33.6281160687142,33.461542317131,33.9400513233937,34.5918215602151,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,35.9004724119557,26.6499996185303,9.25047279342544,0.347109678267815,25,"Night","Fall Night"
43,10,33.5,33.5,30,1,2,2014-10-01,3,33.54,1.24958048016844,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4869849448498,33.7516879041422,34.4971123205972,33.153985630915,36.0199508748458,39.4088404755586,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,37.4205116346267,26.6499996185303,10.7705120160965,0.404146798133817,25,"Night","Fall Night"
44,10,33.5,33.5,30,0.1,2,2014-10-01,3,32.12,2.71980776390965,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4981929309096,33.5500209490357,33.7145336496831,33.4514559524477,34.0561249358715,34.9171175092815,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,36.7847783421994,26.6499996185303,10.1347787236691,0.380291890008967,25,"Night","Fall Night"
45,10,33.5,33.5,30,1,1,2012-10-22,3,33.16,1.09605933822569,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4921083734638,33.6462987935763,34.0957595389831,33.1632181959787,35.494389660425,38.1572309458028,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,54.2939871448016,31.3500003814697,22.9439867633318,0.731865597580456,26.24,"Day","Fall Day"
46,10,33.5,33.5,30,0.1,1,2012-10-22,3,32.64,2.93267159401654,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.498336550789,33.5172285414439,33.5768598245535,33.4418724171258,33.7637830712048,34.1673889027149,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,36.0731864847308,31.3500003814697,4.72318610326107,0.150659841970938,26.24,"Day","Fall Day"
47,10,33.5,33.5,30,1,2,2012-10-22,3,33.12,0.860305102030507,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4850097651739,33.6868402039169,34.2438944097425,33.1209326988401,35.3880396869745,37.962778698469,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,60.3757852848289,31.3500003814697,29.0257849033592,0.92586234609795,26.24,"Day","Fall Day"
48,10,33.5,33.5,30,0.1,2,2012-10-22,3,32.74,2.7725501290028,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4966532648835,33.5275769679272,33.6222648424619,33.4272391020725,33.815358112063,34.3102209161856,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,37.2448545319457,31.3500003814697,5.89485415047596,0.188033622926534,26.24,"Day","Fall Day"
49,10,33.5,33.5,30,1,1,2010-11-02,3,33.07,0.864890939959147,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Durango Complex",6.98785828250345,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4856403831635,33.5873031186715,33.8787093958587,33.027720101134,34.7587498264154,36.8066371103763,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,51.6024774253704,41.6500015258789,9.9524758994915,0.238954994834937,28.33,"Day","Fall Day"
50,10,33.5,33.5,30,0.1,1,2010-11-02,3,33.2,2.94547339669541,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Durango Complex",6.98785828250345,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4973859013077,33.5102905970227,33.5510393631987,33.4252224648541,33.6760979087929,34.0053065045622,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,35.7692797354367,41.6500015258789,5.88072179044218,0.141193795318068,28.33,"Day","Fall Day"
51,10,33.5,33.5,30,1,2,2010-11-02,3,33.39,0.308296825020212,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Durango Complex",6.98785828250345,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4743488953263,33.6000331740644,33.9310068274468,32.9743000370594,34.574066269805,36.3846455466039,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,57.449855840352,41.6500015258789,15.7998543144731,0.379348228946785,28.33,"Day","Fall Day"
52,10,33.5,33.5,30,0.1,2,2010-11-02,3,33.25,2.79300261127359,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Durango Complex",6.98785828250345,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.494710590953,33.5147328853733,33.5752231680089,33.4042083132089,33.6926330752583,34.0674132086876,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,36.7753040270974,41.6500015258789,4.87469749878147,0.117039551505241,28.33,"Day","Fall Day"
53,10,33.5,33.5,30,1,1,2014-11-02,3,32.82,1.12529325337832,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4922068803784,33.6355356808599,34.0443630604905,33.1697260083238,35.2747315718491,37.2994360792218,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,33.4452019690495,17.6499996185303,15.7952023505193,0.894912333818767,16.1683333333334,"Night","Fall Night"
54,10,33.5,33.5,30,0.1,1,2014-11-02,3,33.06,2.97250857811205,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4984798434035,33.5166610640004,33.572508621968,33.4456099519987,33.7363174281531,33.998826525778,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,33.6291875164808,17.6499996185303,15.9791878979505,0.905336444380111,16.1683333333334,"Night","Fall Night"
55,10,33.5,33.5,30,1,2,2014-11-02,3,32.96,0.841239053962087,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.485730968161,33.6734883441407,34.1762775299682,33.1360601644002,35.1770267774812,37.0797388147325,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,28.9665255175557,17.6499996185303,11.3165258990255,0.641162954312166,16.1683333333334,"Night","Fall Night"
56,10,33.5,33.5,30,0.1,2,2014-11-02,3,33.23,2.83097048978332,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4969162743299,33.5264856509929,33.6142088009206,33.4317741226567,33.7825714653368,34.1016895092235,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,33.26501802484,17.6499996185303,15.6150184063097,0.884703611546593,16.1683333333334,"Night","Fall Night"
57,10,33.5,33.5,30,1,1,2013-11-15,3,33.12,1.03791030456216,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4906542732871,33.5919080859916,33.8705277171581,33.1414587183086,34.7100462180474,36.3588193954964,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,33.9786848622763,20.1499996185303,13.828685243746,0.686287121863214,21.26,"Night","Fall Night"
58,10,33.5,33.5,30,0.1,1,2013-11-15,3,33.14,2.98682758771277,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4976999796876,33.5064419487643,33.5309775584723,33.4331239882743,33.6002437775148,33.7647322788941,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,33.5342083215353,20.1499996185303,13.3842087030051,0.664228732326959,21.26,"Night","Fall Night"
59,10,33.5,33.5,30,1,2,2013-11-15,3,33.06,0.582809625706282,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4828374960857,33.6089615720276,33.9276151779623,33.1012407009144,34.5553065921709,35.9809385722805,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,30.3454017809088,20.1499996185303,10.1954021623785,0.50597530299716,21.26,"Night","Fall Night"
60,10,33.5,33.5,30,0.1,2,2013-11-15,3,33.15,2.85118479151608,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4954155071873,33.5083365280117,33.5414531516465,33.4157916494426,33.5988416470766,33.7638699571604,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,33.1924514356895,20.1499996185303,13.0424518171592,0.647268092509795,21.26,"Night","Fall Night"
61,10,33.5,33.5,30,1,1,2008-11-19,3,33.43,0.913083019524735,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.476381606659,33.5328339548397,33.6783291772996,32.8742830038054,34.0711442899591,35.2951290967155,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,47.517816567629,26.0499992370605,21.4678173305685,0.824100497478206,24.165,"Day","Fall Day"
62,10,33.5,33.5,30,0.1,1,2008-11-19,3,33.59,2.98030701097144,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4969824434426,33.5055937037416,33.5309060148253,33.4212436853875,33.6034431120467,33.81290033045,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,35.2085793703046,26.0499992370605,9.15858013324407,0.351576982782189,24.165,"Day","Fall Day"
63,10,33.5,33.5,30,1,2,2008-11-19,3,33.83,0.367065085668993,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.454733874401,33.5127736003609,33.6262307840151,32.7606614032364,33.7758091865554,34.6798175919632,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,52.6397014809011,26.0499992370605,26.5897022438405,1.0207179663181,24.165,"Day","Fall Day"
64,10,33.5,33.5,30,0.1,2,2008-11-19,3,32.48,2.8445969317451,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4936446825686,33.5055829019736,33.5369726419549,33.3958581378565,33.5895490559228,33.7881735981848,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,35.8891685091729,26.0499992370605,9.83916927211231,0.377703246075893,24.165,"Day","Fall Day"
1,10,33.5,33.5,30,1,1,2012-02-09,3,31.3,0,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt High TI","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Winter","surface",0.1,2.2,2400,1050,0.3,0.93,0,0.44,7.4,7300,3250,"asphalt",0.14,2.2,2500,1400,NA,NA,0,33.4776719372604,33.5346922924912,33.6939627474393,32.9081171304969,34.1470424072862,35.5652447672071,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,46.9163213425134,38.5499992370605,8.36632210545287,0.217025221038391,19.22,"Day","Winter Day"
2,10,33.5,33.5,30,0.1,1,2012-02-09,3,29.91,2.13653815617676,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt High TI","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Winter","surface",0.1,2.2,2400,1050,0.3,0.93,0,0.44,7.4,7300,3250,"asphalt",0.14,2.2,2500,1400,NA,NA,0,33.4958470922298,33.499625623581,33.5092809372163,33.4102179142575,33.5342703533312,33.6909147884716,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,34.7704979254606,38.5499992370605,3.77950131159992,0.0980415405032341,19.22,"Day","Winter Day"
3,10,33.5,33.5,30,1,2,2012-02-09,3,32.04,0,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Low TI","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Winter","surface",0.1,1.2,2100,840,0.3,0.93,0,0.44,3.9,6700,2490,"asphalt",0.14,1.2,2200,850,NA,NA,0,33.4605544566945,33.5452835783543,33.7603975230056,32.8122068237819,34.1363258685909,35.5412214830988,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,52.7967365550373,38.5499992370605,14.2467373179767,0.369565177689561,19.22,"Day","Winter Day"
4,10,33.5,33.5,30,0.1,2,2012-02-09,3,31.64,2.91307265257922,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt Low TI","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Winter","surface",0.1,1.2,2100,840,0.3,0.93,0,0.44,3.9,6700,2490,"asphalt",0.14,1.2,2200,850,NA,NA,0,33.4926244928885,33.5002181629658,33.5196455120941,33.3879669603895,33.5487982969509,33.7382406805094,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,35.4704326578038,38.5499992370605,3.07956657925672,0.0798849971518583,19.22,"Day","Winter Day"
