"run.n","nodal.spacing","n.iterations","i.top.temp","i.bot.temp","time.step","pave.length","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
26,10,1,33.5,33.5,30,100,1,2,2015-07-27,3,26.55,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Summer","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4987399012909,33.5245221592385,33.6356151382109,33.4302456405078,34.2104535294899,35.2727425447944,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,52.1576703626352,52.4500007629395,0.292330400304252,0.00557350612110589,37.22,"Day","Summer Day"
27,10,1,33.5,33.5,30,100,1,3,2015-07-27,3,24.6,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Summer","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4984272088653,33.5379136418372,33.7084816530094,33.4225400817494,34.496641116092,36.1343944592898,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,57.2551335806302,58.6500015258789,1.39486794524873,0.0237829140487449,37.9358333333333,"Day","Summer Day"
28,10,1,33.5,33.5,30,100,1,1,2014-07-29,3,20.87,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Phoenix Greenway",4.20208329207269,"Summer","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.521673862024,33.6117571645906,33.5,34.3325564062669,35.5985768772456,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,40.8915541359299,34.1500015258789,6.74155261005103,0.197410023684546,35.57,"Night","Summer Night"
29,10,1,33.5,33.5,30,100,1,2,2014-07-29,3,25,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Summer","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4984354052626,33.5186724225451,33.6169919017074,33.425233871915,34.1931666196219,35.5752961982441,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,40.341870052333,33.6500015258789,6.69186852645407,0.198866811976446,37,"Night","Summer Night"
30,10,1,33.5,33.5,30,100,1,3,2014-07-29,3,21.09,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Summer","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5475842324961,33.7220346694851,33.5,34.7038985506335,36.3613164569313,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,42.2337065071457,34.1500015258789,8.08370498126681,0.236711701905517,35.57,"Night","Summer Night"
31,10,1,33.5,33.5,30,100,1,1,2014-08-30,3,25.31,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Phoenix Greenway",4.20208329207269,"Summer","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4990184742009,33.5138145886467,33.5889528448711,33.4447467452683,34.1142957389148,35.3625559020224,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,38.804742239865,28.8500003814697,9.95474185839532,0.345051706300469,30.1353225806452,"Night","Summer Night"
32,10,1,33.5,33.5,30,100,1,2,2014-08-30,3,25.15,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Summer","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4988356040766,33.5222853229736,33.6269984630105,33.4352415578521,34.1924862997359,35.2913087433018,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,37.1201258048005,27.9500007629395,9.17012504186101,0.328090332434632,33.5726666666666,"Night","Summer Night"
33,10,1,33.5,33.5,30,100,1,3,2014-08-30,3,24.88,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Summer","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4986386150865,33.5342381532771,33.690989506138,33.4313404185605,34.4384051353088,36.1548979471281,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,40.3093270302393,28.8500003814697,11.4593266487696,0.397203691412424,30.1353225806452,"Night","Summer Night"
34,10,1,33.5,33.5,30,100,1,1,2014-10-01,3,25.57,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.493543114567,33.4969798192456,33.5,33.3587960249607,33.51272193259,33.6615594458068,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,29.2647981313375,20.9500007629395,8.31479736839805,0.396887688095311,21.7420967741936,"Night","Fall Night"
35,10,1,33.5,33.5,30,100,1,2,2014-10-01,3,25.35,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Fall","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4883641128549,33.4947888556918,33.5,33.326433871585,33.4593901135448,33.5706974526536,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,29.4212678106163,20.5499992370605,8.87126857355571,0.43169191741657,25.3173333333334,"Night","Fall Night"
36,10,1,33.5,33.5,30,100,1,3,2014-10-01,3,25.13,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4929531785128,33.5014075790469,33.5280027039252,33.327791007445,33.6499662278266,33.9797448405087,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,30.7015874361472,20.9500007629395,9.75158667320773,0.465469513989626,21.7420967741936,"Night","Fall Night"
37,10,1,33.5,33.5,30,100,1,1,2012-10-22,3,25.39,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.461136191258,33.4902490430621,33.5,33.0333823379585,33.2940319968213,33.5,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,38.8032137579019,41.5499992370605,2.74678547915863,0.0661079549842358,26.49,"Day","Fall Day"
38,10,1,33.5,33.5,30,100,1,2,2012-10-22,3,24.55,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Fall","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.41753357097,33.4802102336839,33.5,32.5421285973104,33.0907640140677,33.5,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,34.2357209375494,33.6500015258789,0.585719411670539,0.0174062224401412,27.78,"Day","Fall Day"
39,10,1,33.5,33.5,30,100,1,3,2012-10-22,3,23.21,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.46268230588,33.4879023339039,33.5,33.1944918287743,33.3508531537627,33.5,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,39.8684537802637,41.5499992370605,1.68154545679681,0.0404704088489358,26.49,"Day","Fall Day"
40,10,1,33.5,33.5,30,100,1,1,2013-10-30,3,23.04,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4232926064572,33.4845473249805,33.5,31.926657161991,32.9878325065808,33.5,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,20.3078027617394,10.6499996185303,9.65780314320909,0.906836008369913,13.34,"Night","Fall Night"
41,10,1,33.5,33.5,30,100,1,2,2013-10-30,3,23.02,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Fall","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.3800886705891,33.4750478615706,33.5,31.5163459208434,32.8153529507361,33.5,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,19.8674637973391,11.6499996185303,8.21746417880883,0.705361755183089,17.78,"Night","Fall Night"
42,10,1,33.5,33.5,30,100,1,3,2013-10-30,3,23.17,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.3895758692197,33.4760641844154,33.5,31.8269662083164,32.9363862944849,33.5,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,21.7480375918754,10.6499996185303,11.0980379733451,1.04206933059747,13.34,"Night","Fall Night"
43,10,1,33.5,33.5,30,100,1,1,2010-11-02,3,23.87,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4165782513952,33.4824646207352,33.5,32.2006447795226,32.9997398375578,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,34.1676012863035,37.6500015258789,3.48240023957538,0.0924940265190093,26.625,"Day","Fall Day"
44,10,1,33.5,33.5,30,100,1,2,2010-11-02,3,22.82,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Fall","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.3452928851914,33.4668320887445,33.5,31.476813753461,32.6904499995432,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,30.7682472878306,38.1500015258789,7.3817542380483,0.193492894962033,28.33,"Day","Fall Day"
45,10,1,33.5,33.5,30,100,1,3,2010-11-02,3,23.44,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.384077885413,33.4727358600225,33.5,32.2204079056575,32.9737873409143,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,35.2931911819496,37.6500015258789,2.35681034392934,0.0625978817639456,26.625,"Day","Fall Day"
46,10,1,33.5,33.5,30,100,1,1,2014-11-02,3,15.44,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4636579079973,33.4940626073441,33.5000000324517,32.3746923338609,33.1176960480771,33.5000817899602,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,20.4239126086763,11.9499998092651,8.47391279941121,0.709114053109957,12.8520967741936,"Night","Fall Night"
47,10,1,33.5,33.5,30,100,1,2,2014-11-02,3,25.44,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Fall","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4290761731214,33.4831884385854,33.5,32.3199251101052,33.107125102216,33.5,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,20.6091827483262,10.9499998092651,9.65918293906111,0.882117178749919,15.8716666666667,"Night","Fall Night"
48,10,1,33.5,33.5,30,100,1,3,2014-11-02,3,20.41,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4321325636121,33.4872076612155,33.5000000139984,32.2088092617828,33.013937894835,33.5000512414157,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,21.7463192914574,11.9499998092651,9.79631948219225,0.819775701970883,12.8520967741936,"Night","Fall Night"
49,10,1,33.5,33.5,30,100,1,1,2013-11-15,3,30.56,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4338562297759,33.4866329006243,33.5,32.2362488834939,33.0756347675159,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,22.114628914737,16.1499996185303,5.96462929620674,0.369326900129645,17.8266666666667,"Night","Fall Night"
50,10,1,33.5,33.5,30,100,1,2,2013-11-15,3,26.53,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Fall","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.3863980945895,33.4759361632262,33.5,31.776037974127,32.8812650048829,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,21.6536047774351,17.1499996185303,4.5036051589048,0.262600889742221,20.336,"Night","Fall Night"
51,10,1,33.5,33.5,30,100,1,3,2013-11-15,3,25.08,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4083447332695,33.4796462896101,33.5,32.1877444762599,33.0514870881854,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,23.2893497286863,16.1499996185303,7.13935011015599,0.442065032742441,17.8266666666667,"Night","Fall Night"
52,10,1,33.5,33.5,30,100,1,1,2008-11-19,3,29.25,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.3862009531531,33.4766193997051,33.5,31.6765480682794,32.8101327294292,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,29.8833476571039,30.75,0.866652342896145,0.0281838160291429,24.645,"Day","Fall Day"
53,10,1,33.5,33.5,30,100,1,2,2008-11-19,3,31.85,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Phoenix Greenway",4.20208329207269,"Fall","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.2864999956727,33.4544359042815,33.5,30.7247552833279,32.3862108731216,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,26.4568520149804,32.8499984741211,6.39314645914067,0.194616339607356,26.39,"Day","Fall Day"
54,10,1,33.5,33.5,30,100,1,3,2008-11-19,3,30.48,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Phoenix Greenway",4.20208329207269,"Fall","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.329890092353,33.4612048174564,33.5,31.5583193113771,32.7213111477945,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,31.0326631380989,30.75,0.282663138098883,0.00919229717394741,24.645,"Day","Fall Day"
1,10,1,33.5,33.5,30,100,1,1,2012-02-09,3,27.05,0,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Winter","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.2799318950641,33.4468650286634,33.5,31.1215212700355,32.3829652212323,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,32.8403140815469,30.3500003814697,2.49031370007719,0.0820531686582008,18.875,"Day","Winter Day"
2,10,1,33.5,33.5,30,100,1,2,2012-02-09,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Winter","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,10,1,33.5,33.5,30,100,1,3,2012-02-09,3,27.73,0,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Winter","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.3291166372948,33.4598807548094,33.5,31.5419472601283,32.6184048847406,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,34.5093691915968,36.75,2.24063080840324,0.0609695458068909,19.4,"Day","Winter Day"
4,10,1,33.5,33.5,30,100,1,1,2014-02-19,3,27.53,0.851622768617322,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Winter","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4489311899678,33.4844138114819,33.5,32.7640358112365,33.2275733694951,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,24.9647167970035,17.4500007629395,7.51471603406407,0.430642733840099,12.3533333333334,"Night","Winter Night"
5,10,1,33.5,33.5,30,100,1,2,2014-02-19,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Winter","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1,33.5,33.5,30,100,1,3,2014-02-19,3,27.7,0.925892790483417,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Winter","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4649805923401,33.4877361625209,33.5,33.0615682572878,33.3316754829589,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,25.3696732604669,17.3500003814697,8.01967287899714,0.462228974217336,18.53,"Night","Winter Night"
7,10,1,33.5,33.5,30,100,1,1,2007-02-27,3,27.73,0.740277467191971,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Winter","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.3653033342871,33.4630821179687,33.5,32.2678208853785,32.8628127533387,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,37.0452886752809,32.5499992370605,4.49528943822037,0.138104133443486,15.6841666666667,"Day","Winter Day"
8,10,1,33.5,33.5,30,100,1,2,2007-02-27,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Winter","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,1,33.5,33.5,30,100,1,3,2007-02-27,3,28.2,0.838567310696644,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Winter","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.3892461634565,33.4702991450381,33.5,32.5008446492171,32.9790327152648,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,39.7113000193373,27.5499992370605,12.1613007822767,0.441426537896858,17.8975,"Day","Winter Day"
10,10,1,33.5,33.5,30,100,1,1,2008-04-23,3,27.55,2.15668464249794,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Spring","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4910222400761,33.518191499493,33.6315335893242,33.178068242795,34.2781900764587,35.6709610780788,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,36.4564292877808,24.4500007629395,12.0064285248413,0.49106045604057,22.8,"Night","Spring Night"
11,10,1,33.5,33.5,30,100,1,2,2008-04-23,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Spring","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,10,1,33.5,33.5,30,100,1,3,2008-04-23,3,28.47,2.34550052222471,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Spring","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4936467499914,33.5194300309001,33.6321876200492,33.257958365741,34.286840319443,35.6764778403829,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,36.044170578166,25.8500003814697,10.1941701966962,0.394358609139666,24.7166666666667,"Night","Spring Night"
