"run.n","nodal.spacing","n.iterations","i.top.temp","i.bot.temp","time.step","pave.length","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
1,10,1,33.5,33.5,30,100,1,1,2012-02-09,3,0,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Winter","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.1479785800723,33.4154063729515,33.5,29.7275959500207,31.6930868030549,33.5000000000001,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,29.3380006855576,38.5499992370605,9.21199855150297,0.238962353665805,20.56,"Day","Winter Day"
2,10,1,33.5,33.5,30,100,1,2,2012-02-09,3,0,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Winter","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.2255922067523,33.4385541974842,33.5,30.1572217744971,32.0375706124135,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,27.7530388958508,34.75,6.99696110414919,0.201351398680552,20.56,"Day","Winter Day"
3,10,1,33.5,33.5,30,100,1,3,2012-02-09,3,0,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.1620400353109,33.4209817806736,33.5,29.7517712065985,31.7455695782113,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,29.4103879587405,27.3500003814697,2.06038757727077,0.0753340968385044,21.11,"Day","Winter Day"
4,10,1,33.5,33.5,30,100,1,1,2014-02-19,3,0,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Winter","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4209704541224,33.4732730786767,33.5,32.5177260779431,33.0971054453998,33.5000000000001,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,25.6992257980687,18.0499992370605,7.64922656100816,0.423779882788175,18.53,"Night","Winter Night"
5,10,1,33.5,33.5,30,100,1,2,2014-02-19,3,0,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Winter","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4833537687139,33.5090100160331,33.5280187719634,30.8516356424356,32.9802509781202,33.9740745263234,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,16.5899710449644,18.1499996185303,1.56002857356589,0.0859519893307972,19.22,"Night","Winter Night"
6,10,1,33.5,33.5,30,100,1,3,2014-02-19,3,0,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.3423882879526,33.4585679119731,33.5,31.6836289851004,32.6895783963488,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,23.7053651492465,18.4500007629395,5.25536438630701,0.284843586395046,19.07,"Night","Winter Night"
7,10,1,33.5,33.5,30,100,1,1,2007-02-27,3,0,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Winter","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.2304751806457,33.4285493262727,33.5,31.0355549143469,32.2064260162925,33.5000000000001,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,34.5157815763487,32.9500007629395,1.56578081340928,0.0475199021898169,17.22,"Day","Winter Day"
8,10,1,33.5,33.5,30,100,1,2,2007-02-27,3,0,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Winter","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.2603073649938,33.4427725409303,33.5,30.919036458661,32.286035387422,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,30.9172686000284,24.25,6.66726860002842,0.274938911341378,19.44,"Day","Winter Day"
9,10,1,33.5,33.5,30,100,1,3,2007-02-27,3,0,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.2557767801071,33.4364408728823,33.5,31.151118867129,32.3100621657603,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,33.7908814196952,30.4500007629395,3.34088065675576,0.109716931791408,17.8425,"Day","Winter Day"
10,10,1,33.5,33.5,30,100,1,1,2008-04-23,3,0,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Spring","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4842459551682,33.5037027689626,33.5644419254747,32.9969545531818,33.8874232977186,34.8880853365957,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,32.0697267226742,26.3500003814697,5.71972634120448,0.217067410185952,22.78,"Night","Spring Night"
11,10,1,33.5,33.5,30,100,1,2,2008-04-23,3,0,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Spring","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4809256413112,33.4908570576237,33.5,33.1538927704248,33.464510695533,33.7419429399104,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,30.3031187083182,26.25,4.05311870831815,0.154404522221644,23.996,"Night","Spring Night"
12,10,1,33.5,33.5,30,100,1,3,2008-04-23,3,0,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4868095271285,33.5086075735388,33.5843816391758,33.0655891448769,33.9890994998542,34.9777010534652,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,33.1007561502028,25.1499996185303,7.95075653167254,0.316133465298922,24.2916666666667,"Night","Spring Night"
13,10,1,33.5,33.5,30,100,1,1,2007-05-02,3,0,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Spring","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4923519298712,33.5328948879486,33.6686567793741,33.1588401659101,34.2853584739957,35.3279958000735,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,48.8146554209308,49.5499992370605,0.735343816129784,0.0148404405136658,27.276,"Day","Spring Day"
14,10,1,33.5,33.5,30,100,1,2,2007-05-02,3,0,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Spring","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4946889107561,33.512702790859,33.5742638974195,33.2892559045742,33.8410753425401,34.2406937000508,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,46.6555589481603,47.25,0.594441051839738,0.0125807630018992,28.89,"Day","Spring Day"
15,10,1,33.5,33.5,30,100,1,3,2007-05-02,3,0,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4937290174954,33.5302876323523,33.6579378085964,33.217168648519,34.2442992938436,35.1597820064747,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,49.2601301907192,47.3499984741211,1.91013171659807,0.0403406922524411,27.7841666666667,"Day","Spring Day"
16,10,1,33.5,33.5,30,100,1,1,2018-06-22,3,0,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Summer","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4967413766086,33.5973503402991,33.9903803185217,33.2789067857541,36.0743952489772,39.7391703616682,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,44.0897277125557,37.9500007629395,6.13972694961626,0.161784633101038,36.503,"Night","Summer Night"
17,10,1,33.5,33.5,30,100,1,2,2018-06-22,3,0,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Summer","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4975401330113,33.5518666841091,33.7895636316281,33.3534798623112,35.1303038727109,37.6973743212702,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,43.8145728391385,37.4500007629395,6.36457207619901,0.169948516596491,36.11,"Night","Summer Night"
18,10,1,33.5,33.5,30,100,1,3,2018-06-22,3,0,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Summer","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4955459538521,33.5405905512296,33.7246745269265,33.27824669735,34.7171491974646,36.6185233321827,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,38.5040020385778,37.25,1.25400203857777,0.0336644842571212,35.244,"Night","Summer Night"
19,10,1,33.5,33.5,30,100,1,1,2007-06-26,3,0,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Summer","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4967967071457,33.5779801384944,33.8939322266347,33.2906014218914,35.5764654830132,38.5276309420458,2007-06-26 11:21:24,2007-06-26 11:21:30,5.04299998283386,58.1432757462592,61.25,3.10672425374077,0.0507220286325023,39.72,"Day","Summer Day"
20,10,1,33.5,33.5,30,100,1,2,2007-06-26,3,0,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Summer","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4970792884543,33.5281075822628,33.6648863592371,33.3458806964765,34.4976446383202,35.9166584264202,2007-06-26 11:21:24,2007-06-26 11:21:30,5.04299998283386,52.083741123992,56.4500007629395,4.3662596389475,0.0773473796268579,40,"Day","Summer Day"
21,10,1,33.5,33.5,30,100,1,3,2007-06-26,3,0,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Summer","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4965573986585,33.5628990351413,33.830720162839,33.2948017232813,35.247775344978,37.6762863134154,2007-06-26 11:21:24,2007-06-26 11:21:30,5.04299998283386,55.9450607875233,NA,NA,NA,38.1375,"Day","Summer Day"
22,10,1,33.5,33.5,30,100,1,1,2016-07-13,3,0,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Summer","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4977796403704,33.6007424510984,33.9974856781328,33.32758484478,36.1024567684578,39.7423206764064,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,63.8492742888643,63.4500007629395,0.399273525924798,0.00629272688926443,38.35,"Day","Summer Day"
23,10,1,33.5,33.5,30,100,1,2,2016-07-13,3,0,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Summer","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.498728100706,33.5550623735321,33.7929149309429,33.4056220156399,35.1177530205147,37.4718925994252,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,58.5204301591421,61.3499984741211,2.82956831497904,0.0461217340726198,38.89,"Day","Summer Day"
24,10,1,33.5,33.5,30,100,1,3,2016-07-13,3,0,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Summer","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4979565400708,33.5675067673459,33.8413731304832,33.3544515722808,35.3049547515133,37.883800689644,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,58.0169939641426,56.3499984741211,1.66699549002146,0.0295828843861821,38.305,"Day","Summer Day"
25,10,1,33.5,33.5,30,100,1,1,2015-07-27,3,0,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Summer","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4974310691828,33.5812037978622,33.8993856280815,33.3154550865447,35.5626177281683,38.4726824262225,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,59.8923840487482,52.4500007629395,7.44238328580877,0.141894817493834,36.592,"Day","Summer Day"
26,10,1,33.5,33.5,30,100,1,2,2015-07-27,3,30.44,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Summer","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4987761893382,33.5531308589788,33.7744876062513,33.4073973159469,34.9577722361332,37.0063953295186,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,57.78029339434,61.0499992370605,3.26970584272055,0.0535578359309081,37.22,"Day","Summer Day"
27,10,1,33.5,33.5,30,100,1,3,2015-07-27,3,30.71,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Summer","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4976117481133,33.5657957314884,33.8268075128655,33.3348813863589,35.190767036632,37.5540175094421,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,58.0750690799746,58.8499984741211,0.774929394146454,0.0131678744985393,36.835,"Day","Summer Day"
28,10,1,33.5,33.5,30,100,1,1,2014-07-29,3,26.14,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Summer","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4962123647348,33.5620321667766,33.840827309915,33.2858608263568,35.4072788332285,38.7603188708068,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,44.0316494430075,39.8499984741211,4.1816509688864,0.104934783663844,37.3,"Night","Summer Night"
29,10,1,33.5,33.5,30,100,1,2,2014-07-29,3,25.97,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Summer","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.498480800417,33.5422063627194,33.7409103185706,33.4012450952204,34.9105191081419,37.4181703139876,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,43.7812246537134,39.9500007629395,3.83122389077391,0.0959004710289777,37,"Night","Summer Night"
30,10,1,33.5,33.5,30,100,1,3,2014-07-29,3,30.76,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Summer","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4967879272895,33.5477850356459,33.7705889698047,33.3226702715682,35.0370321635996,37.7280372013443,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,42.103214448901,38.4500007629395,3.65321368596159,0.095012057567572,34.46,"Night","Summer Night"
31,10,1,33.5,33.5,30,100,1,1,2014-08-30,3,0,0,0,188850,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Summer","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,10,1,33.5,33.5,30,100,1,2,2014-08-30,3,30.51,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Summer","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.498869571668,33.5486930736266,33.7588911688965,33.4140886860288,34.9221916425311,37.0185322057051,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,40.5509134251316,37.0499992370605,3.50091418807108,0.0944916129598504,33.5726666666666,"Night","Summer Night"
33,10,1,33.5,33.5,30,100,1,3,2014-08-30,3,28.31,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Summer","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4975191264157,33.5574823432869,33.7945333173714,33.3331585924567,35.0447055945294,37.1801303605777,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,38.4721829189683,37.8499984741211,0.622184444847221,0.0164381630100361,29.735,"Night","Summer Night"
34,10,1,33.5,33.5,30,100,1,1,2014-10-01,3,27.07,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Fall","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4915068565689,33.5205853142006,33.6250815537044,33.1483085881399,34.145440077366,35.1824890459977,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,32.3697729647895,27.8500003814697,4.51977258331976,0.16228985714223,23.854,"Night","Fall Night"
35,10,1,33.5,33.5,30,100,1,2,2014-10-01,3,26,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Fall","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4941478627049,33.5089504462347,33.5664278695386,33.2834548698085,33.8812830311181,34.5230337395677,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,32.5956711846174,26.6499996185303,5.94567156608713,0.223102125748362,25.3173333333334,"Night","Fall Night"
36,10,1,33.5,33.5,30,100,1,3,2014-10-01,3,26.08,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.490893805024,33.5079256079517,33.5655569885793,33.1687854681132,33.8539445828322,34.4973334780699,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,30.8504325244019,27.1499996185303,3.70043290587165,0.136295873217842,21.955,"Night","Fall Night"
37,10,1,33.5,33.5,30,100,1,1,2012-10-22,3,24.94,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Fall","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4772556906785,33.48908248899,33.5,33.089439615774,33.3800857371813,33.641775447701,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,42.8864978096838,30.9500007629395,11.9364970467444,0.385670331260137,23.89,"Day","Fall Day"
38,10,1,33.5,33.5,30,100,1,2,2012-10-22,3,22.95,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Fall","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4513545283165,33.48498474378,33.5,33.0152471802884,33.2711893832149,33.5,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,37.8020529076001,31.3500003814697,6.45205252613033,0.2058070956179,27.78,"Day","Fall Day"
39,10,1,33.5,33.5,30,100,1,3,2012-10-22,3,23.24,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4689941652738,33.4862557087254,33.5,33.0817043277927,33.3628322416716,33.6006151416618,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,41.0940036945561,37.5499992370605,3.54400445749553,0.0943809461918104,26.67,"Day","Fall Day"
40,10,1,33.5,33.5,30,100,1,1,2013-10-30,3,22.9,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Fall","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4183576565193,33.4737324871156,33.5,32.6963242127997,33.2026179279482,33.5529470572944,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,26.0252498576173,18.3500003814697,7.6752494761476,0.41826971752536,16.32,"Night","Fall Night"
